"","glm","rf","xgbTree","nnet"
"AUC",0.605949581673188,0.594941800918182,0.61297846124092,0.606071483139809
"balAccuracy",0.577797080634941,0.56788909666245,0.58237914299998,0.576760503537826
"EMP",0.173424869429234,0.17339085483966,0.173448622838692,0.173429666255913
"acceptedLoans",0.584009442887803,0.583788315779574,0.584225290053647,0.584081896840489
"profit",224558.4,177176.6,247043.6,220264.4
"profitPerLoan",14.97056,11.8117733333333,16.4695733333333,14.6842933333333
"profitPerEUR",0.01497056,0.0118117733333333,0.0164695733333333,0.0146842933333333
"statParityDiff",0.658258640337493,0.630395490610544,0.655756695183219,0.658921723437852
"averageOddsDiff",0.622851365416735,0.601914983712587,0.618352954456481,0.623951020981237
"predParityDiff",0.209769459027619,0.0458808867899777,0.206849315068493,NA
