"","glm","rf","xgbTree","nnet"
"AUC",0.724673447474837,0.709307275733365,0.724618845798566,0.71362080815881
"balAccuracy",0.665300424723039,0.660843937908894,0.664008435058956,0.647807937703687
"EMP",0.258107563936375,0.25809843634383,0.258115763474224,0.258104103994581
"acceptedLoans",0.554347631016452,0.554278587199923,0.554349372529848,0.554321458990777
"profit",300288.25,175478.88,117919.39,139187.47
"profitPerLoan",33.3653611111111,19.4976533333333,13.1021544444444,15.4652744444444
"profitPerEUR",0.0192047434950419,0.0109651341750321,0.00841779295919933,0.00940573450059636
"statParityDiff",0.318200240726969,0.160299278101857,0.26673377614277,0.391150220603552
"averageOddsDiff",0.212318522407395,0.11458083275764,0.186811141830528,0.278836934540581
"predParityDiff",0.0135054468205927,0.00751923975578772,0.00926480119415884,0.0159228629219117
