"","glm","rf","xgbTree","nnet"
"AUC",0.74152898005001,0.719747647872758,0.755526304001742,0.744404485479189
"balAccuracy",0.672821011038798,0.65835361222989,0.683276876264859,0.673983275766719
"EMP",0.243390228861224,0.243370883446387,0.243397660616077,0.243390003768049
"acceptedLoans",0.558995622581382,0.55888457375172,0.559077340762477,0.55900568178469
"profit",45019.2536309917,42666.9282070841,46712.8490886147,45279.051521313
"profitPerLoan",0.487992429932488,0.462494072962518,0.506350392271497,0.490808545117968
"profitPerEUR",0.0373407654901954,0.0353896529122141,0.0387455011470039,0.0375562522278666
"statParityDiff",0.295142074859211,0.39128026052416,0.354631169558499,0.286838717706724
"averageOddsDiff",0.21671886408723,0.295665042905076,0.263666766744244,0.20850033569164
"predParityDiff",0.0135691200096661,0.017790522116838,0.0033466366160082,0.0147192328678067
