"","glm","rf","xgbTree","nnet"
"AUC",0.580210717436782,0.59206083319039,0.639472013514641,0.605161637447884
"balAccuracy",0.580210717436783,0.59206083319039,0.639472013514641,0.605161637447884
"EMP",0.24844614022744,0.248447964193643,0.248457413976918,0.248450455677612
"acceptedLoans",0.556786424532327,0.556800221553525,0.556871702516271,0.556819067877042
"profit",1012120.8,1055251,1198306.2,1086324.2
"profitPerLoan",22.4915733333333,23.4500222222222,26.6290266666667,24.1405377777778
"profitPerEUR",0.0224915733333333,0.0234500222222222,0.0266290266666667,0.0241405377777778
"statParityDiff",0.40424431544867,0.36364653717795,0.278025218147695,0.352055610526919
"averageOddsDiff",0.291421405085026,0.266691869572132,0.222132301987993,0.256608254971763
"predParityDiff",0.0235514839430773,0.0230038946638347,0.0249177493759537,0.0213973807335225
