"","glm","rf","xgbTree","nnet"
"AUC",0.789046717171717,0.783220223063973,0.790503998316498,0.796112163299663
"balAccuracy",0.716508838383838,0.713383838383838,0.715485585016835,0.717169086700337
"EMP",0.154686179847785,0.154708698228646,0.1547500458722,0.155002993667442
"acceptedLoans",0.613289199648785,0.611722480929745,0.614351319338054,0.615106655179427
"profit",16304793.699,15223020.8642,14059348.4292,15572685.4628
"profitPerLoan",17401.060511206,16246.5537504803,15004.6407995731,16619.7283487727
"profitPerEUR",0.0666110780171359,0.0621916381869895,0.0633722557046226,0.0670131147688846
"statParityDiff",0.400108984401608,0.395295506663942,0.331664509683718,0.404922462139273
"averageOddsDiff",0.317084262780102,0.315556291309519,0.252203304427121,0.325462549565849
"predParityDiff",0.0887681159420289,0.0500521376433786,0.0649350649350648,0.0131038026721481
