"","glm","rf","xgbTree","nnet"
"AUC",0.633277427080969,0.620146179947824,0.644513023160551,0.618075065472725
"balAccuracy",0.633277427080969,0.620146179947824,0.644513023160551,0.618075065472725
"EMP",0.2432966312842,0.243291928352482,0.24330087322009,0.243292639326925
"acceptedLoans",0.558324886813728,0.558289312443698,0.558356974074617,0.558294690465204
"profit",33267.7121970096,32171.1331326898,34812.6676319171,30996.0360638452
"profitPerLoan",0.360609970266976,0.348723449744074,0.377356728509519,0.335985822445046
"profitPerEUR",0.0275935680703661,0.0266840216345711,0.0288750157607377,0.0257093492325005
"statParityDiff",0.199303395180165,0.198232307623166,0.189022958345865,0.261844245548169
"averageOddsDiff",0.226716817344558,0.202902424640963,0.193602419300228,0.254734945444061
"predParityDiff",0.0477984072440283,0.0373556208283845,0.0359447751254152,0.0415695775096948
