"","V1"
"AUC",0.803575309715279
"balAccuracy",0.727287546185612
"EMP",0.168742986145295
"acceptedLoans",0.616828159142426
"profit",43072.9174
"profitPerLoan",143.576391333333
"profitPerEUR",0.0438028926052668
"statParityDiff",0.114047819112367
"averageOddsDiff",0.0104809750446979
"predParityDiff",0.148869648869649
