"","glm","rf","xgbTree","nnet"
"AUC",0.735870631194862,0.713044507641903,0.720867659484715,0.735399140913127
"balAccuracy",0.668578696916106,0.649411192098608,0.659838422428481,0.669060646994683
"EMP",0.243825368518424,0.243784194998441,0.24378119804367,0.243806560201628
"acceptedLoans",0.558975941452986,0.55874297772428,0.558716351001586,0.558912046023319
"profit",44419.3445496689,40410.8645732531,42977.7945099733,44579.6567846971
"profitPerLoan",0.481489632424274,0.438039158987719,0.465863751273368,0.483227359081418
"profitPerEUR",0.0368456725182702,0.0335206540605594,0.0356499124002448,0.0369786508900225
"statParityDiff",0.0289143971527536,0.348641393038058,0.124106266973116,0.0348076763979177
"averageOddsDiff",0.000336605751585201,0.280402125702751,0.0903768973718138,0.00666407257807772
"predParityDiff",0.00097511977837561,0.0128918032958437,0.0041566657691966,0.000332112096060766
