"","V1"
"AUC",0.781413089225589
"balAccuracy",0.699915824915825
"EMP",0.154371298996628
"acceptedLoans",0.610907347522031
"profit",19336969.0142
"profitPerLoan",20637.1067387407
"profitPerEUR",0.0687480118140539
"statParityDiff",0.394285130440706
"averageOddsDiff",0.318089180069094
"predParityDiff",0.102889095992544
