"","glm","rf","xgbTree","nnet"
"AUC",0.645203423050743,0.785165551906958,0.80072901158174,0.793045377802186
"balAccuracy",0.5,0.709252807911083,0.721800033467733,0.720713125745711
"EMP",0.185950586238174,0.188451267521207,0.188599879585189,0.188339879058089
"acceptedLoans",0.582346370827862,0.600051461696077,0.601121771291921,0.600108750127616
"profit",-87111829.9264,32547068.6718,39923244.0856,35467968.5492
"profitPerLoan",-12338.7861085552,4610.06638410765,5654.85043705382,5023.7915792068
"profitPerEUR",-0.209185591649074,0.0781567534777521,0.0958694983408408,0.08517084294778
"statParityDiff",0,0.375206000980311,0.266420495321706,0.309011713263623
"averageOddsDiff",0,0.306785056093882,0.206235551287754,0.248319821014823
"predParityDiff",NA,0.0045303053937551,0.0151281450393063,0.000500212397879674
