"","glm","rf","xgbTree","nnet"
"AUC",0.597964885182547,0.785338785973845,0.799902975317773,0.792043273144321
"balAccuracy",0.5,0.708566107162957,0.722335721272735,0.717700689625774
"EMP",0.185863559176074,0.188454713050611,0.188588526081921,0.188500037440086
"acceptedLoans",0.581688072324836,0.599975535596458,0.600884327152998,0.600216393612357
"profit",8354890.8048,30369646.5708,40475544.1568,37618267.6526
"profitPerLoan",1183.41229529745,4301.64965592068,5733.07990889518,5328.36652303116
"profitPerEUR",0.0200629785603417,0.0729280109424123,0.0971957615735087,0.0903344537977328
"statParityDiff",0,0.14617821235368,0.140962879601827,0.229594390211283
"averageOddsDiff",0,0.106095984597472,0.0948436097420065,0.177482052343676
"predParityDiff",NA,0.0255002954365362,0.0315728464026672,0.0157603236406164
