"","glm","rf","xgbTree","nnet"
"AUC",0.790051557239057,0.784296085858586,0.782654671717172,0.791619318181818
"balAccuracy",0.710677083333333,0.719875841750842,0.71975484006734,0.714825336700337
"EMP",0.154887652511196,0.155005324912591,0.154851280771499,0.154925463003445
"acceptedLoans",0.615392216758596,0.614155690781709,0.613959053848544,0.615678226533552
"profit",14301066.5314,15003501.6978,15928703.9344,15347983.2024
"profitPerLoan",15262.6110260406,16012.275024333,16999.684028175,16379.9180388474
"profitPerEUR",0.0615410241910741,0.0661100315782824,0.0650746130293726,0.0676279227750141
"statParityDiff",0.391878391571873,0.333878255341371,0.284301705151783,0.411949685534591
"averageOddsDiff",0.314272344903622,0.253345562456036,0.199796106969708,0.334734888895578
"predParityDiff",0.0387229531707926,0.0459558823529412,0.127069732235784,0.0197218879529349
