"","glm","rf","xgbTree","nnet"
"AUC",0.854753672371439,0.842271509638851,0.860470567567333,0.857353225423177
"balAccuracy",0.745474072225608,0.732084186659126,0.747320846921556,0.747544848493251
"EMP",0.248793428805922,0.248762818928607,0.248797597894135,0.248818623218173
"acceptedLoans",0.559329023207005,0.559181876129658,0.559392672794096,0.559495488323041
"profit",1966758.4,1844963.6,1976382.8,1980105.6
"profitPerLoan",43.7057422222222,40.9991911111111,43.9196177777778,44.0023466666667
"profitPerEUR",0.0437057422222222,0.0409991911111111,0.0439196177777778,0.0440023466666667
"statParityDiff",0.571263325017011,0.567929235654344,0.571422091177138,0.57151281469721
"averageOddsDiff",0.354961559675226,0.363586326544376,0.353469189443275,0.353360052548886
"predParityDiff",NA,NA,NA,NA
