"","V1"
"AUC",0.560391704025314
"balAccuracy",0.465436238892534
"EMP",0.258083109602949
"acceptedLoans",0.554162651187212
"profit",90298.41
"profitPerLoan",10.0331566666667
"profitPerEUR",0.00495343578659806
"statParityDiff",0.335028036114701
"averageOddsDiff",0.408482620165077
"predParityDiff",0.00207311636201524
