"","glm","rf","xgbTree","nnet"
"AUC",0.855780684545574,0.842250247436625,0.860651057253013,0.857889953001285
"balAccuracy",0.745719496661211,0.723632520053184,0.746096001437146,0.745061818265947
"EMP",0.248789470736413,0.248763161088442,0.248811650263458,0.248802176915327
"acceptedLoans",0.559319140118771,0.559184464328101,0.559683314451436,0.559439366312607
"profit",1967837.2,1322467.4,1978434.4,1968598.6
"profitPerLoan",43.7297155555556,29.3881644444444,43.9652088888889,43.7466355555556
"profitPerEUR",0.0437297155555556,0.0293881644444444,0.0439652088888889,0.0437466355555556
"statParityDiff",0.327675907671372,0.135417315730312,0.196496177897856,0.340104032959556
"averageOddsDiff",0.190415010268358,0.0861819814203959,0.107369719578302,0.198001655040388
"predParityDiff",0.0155508953414331,0.00446660470287785,0.0119582134933224,0.0168744519010094
