"","glm","rf","xgbTree","nnet"
"AUC",0.564174326837043,0.552621295011431,0.571417789381401,0.564440485283012
"balAccuracy",0.564174326837043,0.552621295011431,0.571417789381401,0.564440485283012
"EMP",0.173328887979213,0.173298819696385,0.173346514576324,0.173327038809798
"acceptedLoans",0.583319580072713,0.583092134665548,0.583452912879912,0.583305592406947
"profit",190333.6,79705.4000000001,199429.2,158181.6
"profitPerLoan",12.6889066666667,5.31369333333334,13.29528,10.54544
"profitPerEUR",0.0126889066666667,0.00531369333333334,0.01329528,0.01054544
"statParityDiff",0.0056476113823784,0.0621769044708113,0.0157689118262594,0.0261592913922663
"averageOddsDiff",0.0268985957969102,0.0843994018107429,0.0451273849989713,0.0523011736336571
"predParityDiff",0.131061510970109,0.118808740375444,0.121533444002698,0.118888251860159
