"","glm","rf","xgbTree","nnet"
"AUC",0.566593075835451,0.564414662995771,0.577893597480206,0.562503168758598
"balAccuracy",0.566593075835451,0.564414662995771,0.577893597480206,0.562503168758598
"EMP",0.173328567108711,0.173323065420146,0.17336587495179,0.173320852462784
"acceptedLoans",0.583317152913091,0.583275536509425,0.583599360500684,0.58325879704375
"profit",122814.4,101386.8,221385.6,17791.6000000001
"profitPerLoan",8.18762666666667,6.75912000000001,14.75904,1.18610666666667
"profitPerEUR",0.00818762666666667,0.00675912000000001,0.01475904,0.00118610666666667
"statParityDiff",0.0129577047139772,0.115721660524528,0.157548677261939,0.10076727997875
"averageOddsDiff",0.0418576157718893,0.0996420711921139,0.12867233250088,0.0758720196577372
"predParityDiff",0.127456395685764,0.0841420078940359,0.10850321452536,0.118677632160449
