"","glm","rf","xgbTree","nnet"
"AUC",0.612730481803847,0.785268834783224,0.800067082851687,0.792037944609541
"balAccuracy",0.5,0.711156568677557,0.723536342194422,0.716624438973312
"EMP",0.185887177000888,0.188428519325865,0.188591717501135,0.188476011493773
"acceptedLoans",0.581866724554896,0.600059644517286,0.600831620968756,0.601312359621267
"profit",-87111829.9264,31162365.8206,40792368.7438,39252890.2698
"profitPerLoan",-12338.7861085552,4413.93283577904,5777.95591271955,5559.89947164306
"profitPerEUR",-0.209185591649074,0.0748316036624955,0.0979565668365431,0.0942597472922081
"statParityDiff",0,0.260774465421731,0.186820633957555,0.344332543499829
"averageOddsDiff",0,0.209715085398365,0.137769793853765,0.272010889164572
"predParityDiff",NA,0.00523791528982565,0.0218200509122624,0.0159545608680909
