"","glm","rf","xgbTree","nnet"
"AUC",0.59799403685218,0.776946902229031,0.765875643712458,0.764175880781039
"balAccuracy",0.5,0.70533413471343,0.695421409680445,0.703113879533599
"EMP",0.186963860503072,0.189282425140917,0.189013055162406,0.189096238154343
"acceptedLoans",0.579565565496187,0.594465224579111,0.59572352757495,0.594896917261664
"profit",6368517.1064,30337237.7082,30833719.6626,33526384.923
"profitPerLoan",902.056247365439,4297.05916546742,4367.38238847026,4748.77973413598
"profitPerEUR",0.0150680964605436,0.0717787856256543,0.0729534763511138,0.079324400571273
"statParityDiff",0,0.0545065785733064,0.0263557057949252,0.0203485071362852
"averageOddsDiff",0,0.0245994739245445,0.00757951524479059,0.0280847493076638
"predParityDiff",NA,0.027120756623353,0.0384926216149845,0.0563634056591803
