"","glm","rf","xgbTree","nnet"
"AUC",0.606352499190836,0.597796879769334,0.61397347159644,0.601444156908196
"balAccuracy",0.57714344967007,0.568449355065917,0.581996196867736,0.573395474824986
"EMP",0.173432031585702,0.173394903930224,0.173456653425392,0.173416681378387
"acceptedLoans",0.584027450229716,0.58381894430124,0.584249866459348,0.583947506043269
"profit",222147,158098,246768.6,203934.6
"profitPerLoan",14.8098,10.5398666666667,16.45124,13.59564
"profitPerEUR",0.0148098,0.0105398666666667,0.01645124,0.01359564
"statParityDiff",0.491599201276621,0.36800608126773,0.492200750265266,0.493964418695601
"averageOddsDiff",0.460569974931142,0.355533781123175,0.459372310958076,0.465622215174274
"predParityDiff",0.0859639107170842,0.0301598837209303,0.0810407300543514,0.0787291957873769
