"","glm","rf","xgbTree","nnet"
"AUC",0.676536305271152,0.665439565501057,0.690752463873269,0.681187148003972
"balAccuracy",0.676536305271152,0.665439565501057,0.690752463873269,0.681187148003972
"EMP",0.243317098816917,0.24331386682579,0.243326406527196,0.243322765988388
"acceptedLoans",0.558479709300238,0.558455261561,0.558550115580715,0.558522577465676
"profit",43486.4902004137,40968.8127377949,44465.2508022449,42496.2293675911
"profitPerLoan",0.471377828608122,0.444087115331529,0.481987239602022,0.460643759268878
"profitPerEUR",0.0360694303347462,0.0339811681773549,0.0368812534361151,0.0352480684828674
"statParityDiff",0.054695553873119,0.0836830911661706,0.0616487832871816,0.0617496188589624
"averageOddsDiff",0.00543158792557732,0.0416196977520685,0.0157832666452429,0.0147108179237498
"predParityDiff",0.033956540770484,0.0258417532850752,0.0249876404285941,0.0273967028702621
