"","glm","rf","xgbTree","nnet"
"AUC",0.630827546393398,0.785375632224983,0.800559065334185,0.793514515608979
"balAccuracy",0.5,0.705169449673463,0.721367401792837,0.719788341528695
"EMP",0.185876867918102,0.188425301681055,0.188549478148547,0.188328225583754
"acceptedLoans",0.581788743595845,0.599906753327059,0.601227454505731,0.60053125571319
"profit",14380266.619,30413408.3112,39180943.4122,33873593.7616
"profitPerLoan",2036.8649601983,4307.84820271955,5549.7086986119,4797.95945631728
"profitPerEUR",0.0345319870252811,0.0730330979962017,0.0940869780370213,0.0813421983935758
"statParityDiff",0,0.146173215867043,0.122451063160754,0.200152759251453
"averageOddsDiff",0,0.100331419085342,0.080520307515775,0.151144582586122
"predParityDiff",NA,0.0368694486341545,0.0295199251136667,0.0190591927147429
