"","glm","rf","xgbTree","nnet"
"AUC",0.605645277190045,0.597427420656876,0.614362015245008,0.604239874444254
"balAccuracy",0.575753653168352,0.573818294622899,0.581425100474842,0.576016644295413
"EMP",0.173413001048927,0.173401195223747,0.173475662777886,0.173412877416643
"acceptedLoans",0.583955836273274,0.583866533510945,0.584429828171604,0.583954901082017
"profit",215187.8,170959.4,244611,216795.4
"profitPerLoan",14.3458533333333,11.3972933333333,16.3074,14.4530266666667
"profitPerEUR",0.0143458533333333,0.0113972933333333,0.0163074,0.0144530266666667
"statParityDiff",0.476710598574398,0.396976712388899,0.440767383419713,0.480176401323355
"averageOddsDiff",0.443568245927738,0.373496791053262,0.406836706656793,0.452580368099291
"predParityDiff",0.109902119903548,0.0660619480797514,0.100370623175986,0.0662344140087697
