"","V1"
"AUC",0.800478156922408
"balAccuracy",0.74940230384699
"EMP",0.168180961191821
"acceptedLoans",0.613185230598748
"profit",59887.1094
"profitPerLoan",199.623698
"profitPerEUR",0.0609020419287425
"statParityDiff",0.339164311358949
"averageOddsDiff",0.212023117020473
"predParityDiff",0.19595813785637
