"","glm","rf","xgbTree","nnet"
"AUC",0.819169745707455,0.837290806346446,0.836122582047381,0.815529232775484
"balAccuracy",0.740110845468376,0.768039556618127,0.761030210823734,0.730765051075853
"EMP",0.16988358057177,0.170790299793954,0.170904664896707,0.169395227689561
"acceptedLoans",0.615821943306379,0.620872169697078,0.618120327912562,0.615136435775801
"profit",47626.5626,58672.335,61930.8314,59734.3006
"profitPerLoan",158.755208666667,195.57445,206.436104666667,199.114335333333
"profitPerEUR",0.0484337103835417,0.0596666802259657,0.0629803997620343,0.0607466434124688
"statParityDiff",0.305477045298297,0.297379879306394,0.262317622794286,0.380948743411504
"averageOddsDiff",0.197665508297449,0.170254967137569,0.133993729697061,0.261442673314699
"predParityDiff",0.0946726572528883,0.117933723196881,0.161392405063291,0.223577235772358
