"","glm","rf","xgbTree","nnet"
"AUC",0.740752892813401,0.722751229127156,0.753576169637433,0.743119661001175
"balAccuracy",0.673136136417524,0.657593034898632,0.680409039525488,0.675636165699415
"EMP",0.243388201382898,0.243375535297719,0.243399163389252,0.243388552853702
"acceptedLoans",0.558992048008958,0.558886454544163,0.559098491625129,0.558998609141678
"profit",45368.6231136089,42127.4347577437,46572.999280693,45766.1097662985
"profitPerLoan",0.491779468788442,0.456646159058075,0.504834470924762,0.496088080368315
"profitPerEUR",0.0376305464809415,0.0349421755164216,0.0386295041354972,0.0379602377726991
"statParityDiff",0.532729453818843,0.40960440844491,0.562933372052423,0.573904840923312
"averageOddsDiff",0.397626175055025,0.30726229511256,0.414586074187592,0.424890495542417
"predParityDiff",0.000254329302090905,0.022454525186555,0.0328543689320389,0.0340851741139019
