"","glm","rf","xgbTree","nnet"
"AUC",0.852806848551418,0.844796245287881,0.859229651996058,0.855982847884131
"balAccuracy",0.745145233027976,0.731058577335783,0.746453493274416,0.74640341777087
"EMP",0.248763074703197,0.248787346395744,0.248794942586805,0.248795184784117
"acceptedLoans",0.559159697995606,0.559327183864932,0.559428813518611,0.55937847528009
"profit",1961724.2,1588813.6,1972088.8,1971835
"profitPerLoan",43.5938711111111,35.3069688888889,43.8241955555556,43.8185555555556
"profitPerEUR",0.0435938711111111,0.0353069688888889,0.0438241955555556,0.0438185555555556
"statParityDiff",0.194457141860181,0.014184273426732,0.222972989813543,0.295444881722949
"averageOddsDiff",0.0978816712694302,0.0158855696100846,0.126820333907049,0.171890213210904
"predParityDiff",0.0176104542327936,0.0151677189249052,0.0104995241870404,0.0124038738884081
