"","glm","rf","xgbTree","nnet"
"AUC",0.739904795321184,0.718346167413985,0.719755616498185,0.730080967919637
"balAccuracy",0.669707536795196,0.653256959888388,0.655762724419558,0.666735894262811
"EMP",0.244168365318779,0.244137822436806,0.244133130285195,0.244140822840327
"acceptedLoans",0.55879036413991,0.558592690279281,0.55855719745318,0.558609505283787
"profit",44270.3657703338,34893.0296526325,42059.313086598,43819.7313715153
"profitPerLoan",0.479874756328547,0.378227823754336,0.455907744776357,0.474990042399411
"profitPerEUR",0.0367103674437336,0.0289343879926017,0.0348768936278976,0.0363366873515195
"statParityDiff",0.0206111737271109,0.33075606908447,0.105545451055606,0.00517984283881084
"averageOddsDiff",0.0507360419679259,0.244550810690042,0.065248707280324,0.0474559236208119
"predParityDiff",0.0110436033389668,0.00205302226775705,0.00204020402040206,0.00674885428260741
