"","V1"
"AUC",0.788880997474747
"balAccuracy",0.713923085016835
"EMP",0.154896325940571
"acceptedLoans",0.614878807007227
"profit",18711359.6794
"profitPerLoan",19969.4340228388
"profitPerEUR",0.0665238060500466
"statParityDiff",0.286708444020616
"averageOddsDiff",0.205038967090617
"predParityDiff",0.122124811463047
