"","glm","rf","xgbTree","nnet"
"AUC",0.621349281042524,0.598589013307907,0.622543725777149,0.62061932782074
"balAccuracy",0.621349281042524,0.598589013307907,0.622543725777149,0.62061932782074
"EMP",0.243293360139747,0.243286664613177,0.243294253400196,0.243293233023846
"acceptedLoans",0.558300142907118,0.558249495958786,0.558306899794024,0.558299181364756
"profit",31648.0170998416,29259.3810520992,31529.3510993079,31474.888701473
"profitPerLoan",0.343053061112164,0.317161110110123,0.341766764577231,0.341176411878867
"profitPerEUR",0.0262501283215709,0.0242688982631771,0.0261517020052683,0.0261065287191393
"statParityDiff",0.246921002686137,0.275479387270408,0.262158043026588,0.251332199417139
"averageOddsDiff",0.261178912478179,0.267647238402942,0.2545176898953,0.253801440775913
"predParityDiff",0.0488974734467842,0.0424522399226837,0.0416633269806491,0.0442356569100327
