"","V1"
"AUC",0.811454031732232
"balAccuracy",0.762225603129754
"EMP",0.170227467732612
"acceptedLoans",0.622023423191721
"profit",57408.4034
"profitPerLoan",191.361344666667
"profitPerEUR",0.0583813282350369
"statParityDiff",0.163929417156825
"averageOddsDiff",0.0322255798141573
"predParityDiff",0.197197452229299
