"","V1"
"AUC",0.858805861743851
"balAccuracy",0.745409670402244
"EMP",0.248801884486104
"acceptedLoans",0.559332702256962
"profit",1967562.2
"profitPerLoan",43.7236044444445
"profitPerEUR",0.0437236044444445
"statParityDiff",0.0298669803773001
"averageOddsDiff",0.0134505949458177
"predParityDiff",0.0171283346816988
