"","V1"
"AUC",0.576834457554944
"balAccuracy",0.554068068700921
"EMP",0.173355273003235
"acceptedLoans",0.583482994884784
"profit",111815
"profitPerLoan",7.45433333333334
"profitPerEUR",0.00745433333333334
"statParityDiff",0.0561655256995759
"averageOddsDiff",0.0346222802487195
"predParityDiff",0.11225170433937
