"","glm","rf","xgbTree","nnet"
"AUC",0.604834236234216,0.592949442149911,0.609095604680454,0.600705733936781
"balAccuracy",0.571734993490641,0.567962889434241,0.577797080634941,0.573635384835352
"EMP",0.173416311540846,0.173388220190886,0.173454034083072,0.17342917466368
"acceptedLoans",0.58398087781578,0.583768386515019,0.584230052977347,0.583969670291072
"profit",198033,168271.8,226144.8,204738.4
"profitPerLoan",13.2022,11.21812,15.07632,13.6492266666667
"profitPerEUR",0.0132022,0.01121812,0.01507632,0.0136492266666667
"statParityDiff",0.397065432907727,0.364307801583787,0.432147303115045,0.33672487077505
"averageOddsDiff",0.367350216286909,0.346780282698377,0.400441025202427,0.312286002357763
"predParityDiff",0.105774513893063,0.0572982388763922,0.0981797802902935,0.0828619155063015
