"","V1"
"AUC",0.666886873427014
"balAccuracy",0.611066559743384
"EMP",0.258099551917349
"acceptedLoans",0.554287025728815
"profit",187801.23
"profitPerLoan",20.8668033333333
"profitPerEUR",0.0103020787791184
"statParityDiff",0.310089608116476
"averageOddsDiff",0.40175616795924
"predParityDiff",0.0322129873715158
