"","V1"
"AUC",0.797311658249158
"balAccuracy",0.720657091750842
"EMP",0.156374530317093
"acceptedLoans",0.621033305017269
"profit",19702028.8294
"profitPerLoan",21026.7116642476
"profitPerEUR",0.070045895493227
"statParityDiff",0.335081624775787
"averageOddsDiff",0.250418599414295
"predParityDiff",0.108742579600648
