"","V1"
"AUC",0.788666455943901
"balAccuracy",0.716402794601083
"EMP",0.1881743406102
"acceptedLoans",0.59886012018447
"profit",36858401.6134
"profitPerLoan",5220.73677243626
"profitPerEUR",0.0885097529836368
"statParityDiff",0.228043480759113
"averageOddsDiff",0.173896791755982
"predParityDiff",0.0218304991551284
