"","glm","rf","xgbTree","nnet"
"AUC",0.724889604110846,0.708406348074886,0.71728122053347,0.700503805466828
"balAccuracy",0.655617927470373,0.655750231532108,0.658434113927298,0.642233616572029
"EMP",0.258108696798077,0.258098037390157,0.258100350799299,0.258100875850012
"acceptedLoans",0.554356200318282,0.554275569396041,0.554293068708766,0.554297040348052
"profit",546040.08,121801.55,301845.36,423485.69
"profitPerLoan",60.67112,13.5335055555556,33.5383733333333,47.0539655555556
"profitPerEUR",0.0299537331076911,0.0066815811777097,0.0165581166738437,0.0232308539204419
"statParityDiff",0.36713172025528,0.260198613887703,0.314389515840947,0.364580240595012
"averageOddsDiff",0.256215387702302,0.178676475762728,0.231518137276623,0.252071584431305
"predParityDiff",0.0144925069279426,0.011194050756822,0.00783845743976819,0.0191996974967276
