"","glm","rf","xgbTree","nnet"
"AUC",0.740279132394983,0.724512340180231,0.752336763746423,0.742976929985258
"balAccuracy",0.672461856775782,0.658538323980539,0.681483363612391,0.673752453743318
"EMP",0.243384392602109,0.243373891805843,0.243398409028976,0.243382632446916
"acceptedLoans",0.558959334758351,0.558874022684284,0.559067283236598,0.558957782297374
"profit",44238.9700854688,35774.4620063172,45689.9576312377,44235.0189940448
"profitPerLoan",0.479534438457615,0.387782231733228,0.495262618761655,0.479491610055334
"profitPerEUR",0.0371533332836417,0.0301249510380637,0.0383719200584742,0.0372494149912891
"statParityDiff",0.252416990766189,0.387820101430187,0.269717737837193,0.257155965332587
"averageOddsDiff",0.175396672478567,0.299652544375546,0.189772460486929,0.185704356388855
"predParityDiff",0.0210052826341095,0.00513114260067293,0.0160773662551441,0.0151307246585141
