"","V1"
"AUC",0.793131087850986
"balAccuracy",0.717694907598672
"EMP",0.188140290309679
"acceptedLoans",0.599009089252628
"profit",37370732.8644
"profitPerLoan",5293.30493830028
"profitPerEUR",0.0897400372739714
"statParityDiff",0.472352191017683
"averageOddsDiff",0.380725695286716
"predParityDiff",0.006828204991285
