"","V1"
"AUC",0.798921506734007
"balAccuracy",0.720052083333333
"EMP",0.155966795788866
"acceptedLoans",0.621612626660933
"profit",20902537.037
"profitPerLoan",22307.937072572
"profitPerEUR",0.0743140179884508
"statParityDiff",0.299945507799196
"averageOddsDiff",0.211836832066387
"predParityDiff",0.178378378378378
