"","glm","rf","xgbTree","nnet"
"AUC",0.77603502390203,0.764238036223943,0.782425420709662,0.779519685676154
"balAccuracy",0.77603502390203,0.764238036223943,0.782425420709662,0.779519685676154
"EMP",0.248539928185853,0.248545216832052,0.248553647130485,0.248559249598081
"acceptedLoans",0.557495864459803,0.55753586934785,0.557599638624947,0.557642017351093
"profit",1770949.8,1691627.4,1768771,1743303.2
"profitPerLoan",39.35444,37.59172,39.3060222222222,38.7400711111111
"profitPerEUR",0.03935444,0.03759172,0.0393060222222222,0.0387400711111111
"statParityDiff",0.0985601379795075,0.0960497882702465,0.0748710803825343,0.049056749555729
"averageOddsDiff",0.152723402330802,0.150505348059502,0.116538572849515,0.100765159211732
"predParityDiff",0.0331904609021172,0.0341778260666303,0.027511799427776,0.0291011948305291
