"","V1"
"AUC",0.738418325208796
"balAccuracy",0.670461105893131
"EMP",0.243383371189588
"acceptedLoans",0.558945727553758
"profit",44610.2250779406
"profitPerLoan",0.483558708326366
"profitPerEUR",0.0370015008856893
"statParityDiff",0.107248683723808
"averageOddsDiff",0.0489290330940986
"predParityDiff",0.0288027371669224
