"","V1"
"AUC",0.702954730710233
"balAccuracy",0.651858062042505
"EMP",0.25810020658676
"acceptedLoans",0.554291977842357
"profit",159077.11
"profitPerLoan",17.6752344444444
"profitPerEUR",0.00872638011569192
"statParityDiff",0.119696159961846
"averageOddsDiff",0.0530773863802243
"predParityDiff",0.0156106571556269
