"","glm","rf","xgbTree","nnet"
"AUC",0.606079810309155,0.596582368454738,0.612641573684357,0.603206395560907
"balAccuracy",0.576835344404238,0.568722136087784,0.582334028861209,0.573688192679688
"EMP",0.173423202795253,0.17339806107405,0.173474836490625,0.173414525447277
"acceptedLoans",0.58399683597418,0.583842825873299,0.584387408556417,0.583967367274413
"profit",219735.6,175950,247826.2,205542.2
"profitPerLoan",14.64904,11.73,16.5217466666667,13.7028133333333
"profitPerEUR",0.01464904,0.01173,0.0165217466666667,0.0137028133333333
"statParityDiff",0.446283969581461,0.401754889210086,0.502509305376689,0.431258639143944
"averageOddsDiff",0.416037147958576,0.378306505475749,0.466861762739583,0.404597960756851
"predParityDiff",0.0898108776816404,0.0787697397777608,0.10105097465577,0.07929149357939
