"","glm","rf","xgbTree","nnet"
"AUC",0.738692202990159,0.713545027490234,0.711121917968008,0.739183161221431
"balAccuracy",0.670457377168299,0.650268561835714,0.650870037323441,0.672401210245074
"EMP",0.242588007381073,0.242554342367779,0.24254822943719,0.242583408346347
"acceptedLoans",0.55930862167828,0.559081450153147,0.559035210133565,0.559318902281128
"profit",44823.612784389,41267.5200072793,41816.902662074,45188.9711609197
"profitPerLoan",0.485871753901067,0.447324994117104,0.453280103432631,0.489832106585294
"profitPerEUR",0.0371749481866123,0.0342256641703564,0.034681300618602,0.0374779621088145
"statParityDiff",0.0227355373179342,0.325981961374983,0.129244279880845,0.0492919577511586
"averageOddsDiff",0.0135309451790916,0.263895959887061,0.106267097353591,0.000905218352745568
"predParityDiff",0.00328641818815067,0.0132545123624517,0.00838840160433674,0.00587508350033394
