"","V1"
"AUC",0.739752647953481
"balAccuracy",0.670139585982553
"EMP",0.243382798101441
"acceptedLoans",0.558939414111017
"profit",44477.4904824966
"profitPerLoan",0.482119913309955
"profitPerEUR",0.0368914055153499
"statParityDiff",0.40985494861078
"averageOddsDiff",0.304968599269801
"predParityDiff",0.0134349449081095
