"","glm","rf","xgbTree","nnet"
"AUC",0.66876598111562,0.64799154334038,0.643965719747596,0.640821473219228
"balAccuracy",0.66876598111562,0.647991543340381,0.643965719747596,0.640821473219228
"EMP",0.258093703175053,0.258091169747795,0.258093033930941,0.258090288942633
"acceptedLoans",0.554242784107816,0.55422362051282,0.554237721746907,0.554216957841397
"profit",496112.06,238334.39,355201.6,363714.36
"profitPerLoan",55.1235622222222,26.4815988888889,39.4668444444444,40.4127066666667
"profitPerEUR",0.0272148671517791,0.0130741404705024,0.0194850420610605,0.01995202049431
"statParityDiff",0.0810629688591296,0.0679200680897269,0.0806529601217019,0.079201906210737
"averageOddsDiff",0.0178499577492022,0.00287609523959434,0.0309996495864846,0.0129073708710792
"predParityDiff",0.015223659978676,0.0188934541392649,0.0152833556448014,0.0234827914246939
