"","glm","rf","xgbTree","nnet"
"AUC",0.626386830075683,0.593305414476224,0.62421866351297,0.634254871624559
"balAccuracy",0.626386830075683,0.593305414476224,0.62421866351297,0.634254871624559
"EMP",0.258088726355536,0.258085938249202,0.258088385154066,0.258089524972621
"acceptedLoans",0.554205137969256,0.55418404790622,0.554202557020166,0.554211178945695
"profit",402683.3,256793.9,221037.2,278254.81
"profitPerLoan",44.7425888888889,28.5326555555556,24.5596888888889,30.9172011111111
"profitPerEUR",0.0220897119770481,0.0140867607086336,0.0121252807956356,0.015264026616272
"statParityDiff",0.19234263911785,0.205068933308073,0.142908781067587,0.19289497272735
"averageOddsDiff",0.208914388352504,0.222755749408838,0.174357919685248,0.186856046388932
"predParityDiff",0.0213227783452503,0.0220243842271984,0.0210743151205333,0.0165776449599402
