"","glm","rf","xgbTree","nnet"
"AUC",0.855044795153597,0.839180176421777,0.822195228872494,0.854513550650148
"balAccuracy",0.742879241825085,0.731165677089527,0.720451446759316,0.742867354328354
"EMP",0.249649506415446,0.249601671499191,0.249558806966664,0.249623922741871
"acceptedLoans",0.558863925481099,0.55856237021274,0.558177847956273,0.558730685210318
"profit",1929488.6,1853234.2,1815032.2,1924983.2
"profitPerLoan",42.8775244444445,41.1829822222222,40.3340488888889,42.7774044444445
"profitPerEUR",0.0428775244444445,0.0411829822222222,0.0403340488888889,0.0427774044444445
"statParityDiff",0.0367716887324731,0.066551798782191,0.0447286464443327,0.0138365175129881
"averageOddsDiff",0.0235735764488328,0.056712135819411,0.0703567997398362,0.00363868576842416
"predParityDiff",0.000068776700570039,0.00392973860885193,0.01113056827057,0.00141451435007323
