"","glm","rf","xgbTree","nnet"
"AUC",0.795044555531406,0.804308845903065,0.803357965659639,0.788795913931754
"balAccuracy",0.690121712671159,0.729732666811563,0.711095414040426,0.706422516844164
"EMP",0.167750858311341,0.168740636314642,0.168254770220582,0.167453950822047
"acceptedLoans",0.608731733066119,0.612601774039151,0.621569087598957,0.608294303444629
"profit",38160.9686,50029.1996,36659.2026,46647.7274
"profitPerLoan",127.203228666667,166.763998666667,122.197342,155.492424666667
"profitPerEUR",0.0408259214484704,0.0539446652368891,0.0398538038054362,0.0499053489586231
"statParityDiff",0.231380337636544,0.312275609197158,0.354060041249714,0.254296845160797
"averageOddsDiff",0.148443378409005,0.211412454987283,0.260832011281509,0.165623001183551
"predParityDiff",0.143737672583826,0.106666666666667,0.121112440191388,0.119693094629156
