"","glm","rf","xgbTree","nnet"
"AUC",0.72111638827312,0.698692949873561,0.694940734680555,0.691947542789564
"balAccuracy",0.65262758566688,0.64354045669202,0.650333865249663,0.647633782357118
"EMP",0.258106906684215,0.258096179550638,0.258097242150243,0.258098067990583
"acceptedLoans",0.554342659366226,0.554261516147033,0.554269553965532,0.554275800866738
"profit",581760.1,327832.7,447039.4,491227.48
"profitPerLoan",64.6400111111111,36.4258555555556,49.6710444444445,54.5808311111111
"profitPerEUR",0.0319132008919633,0.0179836857392845,0.0245229230722814,0.0269469172136296
"statParityDiff",0.668999475000306,0.66806588039244,0.688345760839547,0.688345760839547
"averageOddsDiff",0.509292357106835,0.525224278472763,0.529272171978241,0.5325885567804
"predParityDiff",0.0182676773953026,0.0216730808183108,NA,NA
