"","glm","rf","xgbTree","nnet"
"AUC",0.740166039401079,0.725278378979844,0.749256801866697,0.742907930770646
"balAccuracy",0.672225138804077,0.658126427492182,0.676857888493926,0.674225889686728
"EMP",0.243384070656123,0.243369354587523,0.243394250717763,0.243383292457197
"acceptedLoans",0.55894513758863,0.558869106506589,0.559022142593467,0.558988222629764
"profit",44314.4967830351,41931.2514668141,45137.536219022,43986.4956188811
"profitPerLoan",0.480353120547999,0.454519603126304,0.48927457041453,0.476797706537181
"profitPerEUR",0.0372167630732835,0.0355088915263043,0.0379079784974158,0.0371423727910033
"statParityDiff",0.270562166609625,0.38183601774164,0.275867248835835,0.277953682289128
"averageOddsDiff",0.190830716640578,0.299406474678857,0.203644028259724,0.190733768391778
"predParityDiff",0.0200438575083995,0.00348131250001193,0.0104497789537962,0.0240795893796337
