"","glm","rf","xgbTree","nnet"
"AUC",0.525754740670539,0.704307322234793,0.736013195605105,0.714950748987994
"balAccuracy",0.5,0.651366646956062,0.671934528390022,0.643583658018301
"EMP",0.258086561476254,0.258097153634735,0.258105969805355,0.258103377916917
"acceptedLoans",0.554188762180441,0.554268884407983,0.554335572536724,0.554315966724035
"profit",364255.65,63996.21,223151.17,210411.64
"profitPerLoan",40.47285,7.11069,24.7945744444444,23.3790711111111
"profitPerEUR",0.0227612124961336,0.00399892584990018,0.0139440285940131,0.0131479746428092
"statParityDiff",0,0.236400669963702,0.321458632003491,0.43102993252293
"averageOddsDiff",0,0.163001147133514,0.231585432306345,0.317781459116911
"predParityDiff",NA,0.0110158251864706,0.0063278360069271,0.0151559650044826
