"","glm","rf","xgbTree","nnet"
"AUC",0.85476581212494,0.844644153534292,0.859229651996058,0.856708015941934
"balAccuracy",0.744203971088139,0.732153141869697,0.746453493274416,0.745874409790695
"EMP",0.248787366607554,0.248782143277832,0.248794942586805,0.24879608140412
"acceptedLoans",0.559327225300373,0.559328051237257,0.559428813518611,0.559401258537133
"profit",1961131.8,1805896,1972088.8,1969952.4
"profitPerLoan",43.5807066666667,40.1310222222222,43.8241955555556,43.77672
"profitPerEUR",0.0435807066666667,0.0401310222222222,0.0438241955555556,0.04377672
"statParityDiff",0.259395492237407,0.0512405942889045,0.222972989813543,0.270770078186726
"averageOddsDiff",0.144316745672379,0.0223340333425548,0.126820333907049,0.153905289942023
"predParityDiff",0.0163703294170253,0.00931088412179304,0.0104995241870404,0.0140422052159457
