"","glm","rf","xgbTree","nnet"
"AUC",0.740279132394983,0.720173460381918,0.752336763746423,0.744673342304672
"balAccuracy",0.672461856775782,0.655601465867287,0.681483363612391,0.677464174002176
"EMP",0.243384392602109,0.243367315348715,0.243398409028976,0.243386855337985
"acceptedLoans",0.558959334758351,0.558871269547007,0.559067283236598,0.558989725497591
"profit",44238.9700854688,37979.5742195578,45689.9576312377,44908.4276091662
"profitPerLoan",0.479534438457615,0.411684850733387,0.495262618761655,0.486791115931734
"profitPerEUR",0.0371533332836417,0.0318964880109976,0.0383719200584742,0.0377155655971227
"statParityDiff",0.252416990766189,0.380359223267407,0.269717737837193,0.301145525006655
"averageOddsDiff",0.175396672478567,0.287684976313131,0.189772460486929,0.221000664363574
"predParityDiff",0.0210052826341095,0.0180070266149613,0.0160773662551441,0.0112291191761739
