"","glm","rf","xgbTree","nnet"
"AUC",0.781181607744108,0.783136047979798,0.790503998316498,0.782402146464646
"balAccuracy",0.701720328282828,0.713383838383838,0.715485585016835,0.69252156986532
"EMP",0.154305850902645,0.154955656999591,0.1547500458722,0.154851706711003
"acceptedLoans",0.610412278732443,0.612432514015474,0.614351319338054,0.614346503682122
"profit",13058851.4842,13596048.3092,14059348.4292,13857609.6632
"profitPerLoan",13936.8745829242,14510.1902979723,15004.6407995731,14789.3379543223
"profitPerEUR",0.0588625340379663,0.0612839388938917,0.0633722557046226,0.0624629219094708
"statParityDiff",0.421383647798742,0.374020843266807,0.331664509683718,0.341098471947869
"averageOddsDiff",0.345933231442557,0.2956650714183,0.252203304427121,0.266222092907889
"predParityDiff",0.057484032213274,0.0351648351648352,0.0649350649350648,0.148983957219251
