"","glm","rf","xgbTree","nnet"
"AUC",0.786299906263137,0.787289709941776,0.798634160488212,0.792084881064836
"balAccuracy",0.716954468010425,0.706424262927592,0.72348747839676,0.718284787736116
"EMP",0.188156318515064,0.18836734117577,0.188552028634272,0.188449962531538
"acceptedLoans",0.599031183814924,0.597937065508237,0.601376009499257,0.599968295303983
"profit",22577138.07,14785024.2754,21726780.697,24435482.9066
"profitPerLoan",3197.89491076487,2094.19607300283,3077.4476907932,3461.1165590085
"profitPerEUR",0.0798470219706206,0.0522891853916019,0.0768396211373399,0.0864193032109146
"statParityDiff",0.187877390881312,0.163248209300827,0.10410896071579,0.207582867979999
"averageOddsDiff",0.143433153372337,0.116265268267085,0.0629523788636749,0.157978907525235
"predParityDiff",0.0163699096028631,0.0336540794048678,0.0326812263219891,0.0182913355179731
