"","glm","rf","xgbTree","nnet"
"AUC",0.779719065656566,0.782370580808081,0.782168034511785,0.793576388888889
"balAccuracy",0.708333333333333,0.723242845117845,0.710798085016835,0.714704335016835
"EMP",0.154194690347004,0.155026917126941,0.154578600924459,0.155142830550693
"acceptedLoans",0.610150445471214,0.612971546748835,0.613054458916409,0.617322459114852
"profit",13794572.3576,14313091.424,13917855.9124,14847454.5536
"profitPerLoan",14722.0622813234,15275.4444226254,14853.6349118463,15845.7359163287
"profitPerEUR",0.0607831180039497,0.0630678720929683,0.0613263431699859,0.0654224399854294
"statParityDiff",0.420180278364326,0.384658174965375,0.356356288172922,0.436834457234975
"averageOddsDiff",0.341545072176349,0.3008994034819,0.280693593032187,0.358368030821402
"predParityDiff",0.0625956322158854,0.049675345142785,0.0193098720292505,0.00815742397137742
