"","glm","rf","xgbTree","nnet"
"AUC",0.719008073547858,0.704792887141635,0.734306743217017,0.704989843188186
"balAccuracy",0.661018093255463,0.646865608774189,0.667710248704635,0.638067388668832
"EMP",0.258104301056092,0.258099485265435,0.258105988008947,0.258100370535093
"acceptedLoans",0.554322949622483,0.554286521553973,0.554335710234095,0.554293217996169
"profit",299300.05,71332.43,110893.3,200004.41
"profitPerLoan",33.2555611111111,7.92582555555556,12.3214777777778,22.2227122222222
"profitPerEUR",0.0208218145516145,0.00496248039041765,0.00771466535878144,0.0139139794147214
"statParityDiff",0.254025861654569,0.1806328838318,0.234801164613324,0.292906000548563
"averageOddsDiff",0.164047908597314,0.1305371754402,0.145610897127267,0.199840514962836
"predParityDiff",0.0135493404449322,0.00896621896621896,0.0132855072323141,0.0169974638255475
