"","glm","rf","xgbTree","nnet"
"AUC",0.783787898920189,0.787099469912825,0.796416809781285,0.789909705143827
"balAccuracy",0.715267023081399,0.708079283155617,0.716894947143202,0.718284787736116
"EMP",0.188394869774106,0.188573722189681,0.18865987652081,0.188452575242227
"acceptedLoans",0.603818482419108,0.601001466414039,0.599889233697029,0.601467611047429
"profit",23040536.9344,15486066.4694,21505781.1132,24847107.5562
"profitPerLoan",3263.53214368272,2193.49383419263,3046.14463359773,3519.42033373938
"profitPerEUR",0.0853131522507357,0.0573409009620955,0.0796303481817797,0.0920024162617327
"statParityDiff",0.238484139236094,0.161509765050209,0.105920853319974,0.232275504940776
"averageOddsDiff",0.185458380692386,0.120281495238028,0.0624895155070053,0.18441133716547
"predParityDiff",0.0162957074721781,0.0228915441752686,0.039118301357253,0.00556594321238946
