"","glm","rf","xgbTree","nnet"
"AUC",0.737629363437017,0.72517311295624,0.745525118480862,0.741543211048991
"balAccuracy",0.670510532142178,0.660538516133056,0.67505258394485,0.674725168085968
"EMP",0.243373787469584,0.243370193298459,0.243382276173156,0.243382637484754
"acceptedLoans",0.558890876266121,0.558875450764807,0.558960968274425,0.558987170727327
"profit",43564.3961276299,42276.9908696785,44245.2201217049,44233.0577645826
"profitPerLoan",0.472222300687557,0.458267293230412,0.479602186590337,0.479470351037164
"profitPerEUR",0.0371173416960281,0.0360204583438372,0.0376974111809557,0.0376870487197427
"statParityDiff",0.21500132405458,0.374424596301636,0.209110228408058,0.223394564807805
"averageOddsDiff",0.149733592299376,0.284554344536356,0.148768119378778,0.14700790933981
"predParityDiff",0.0191902833193474,0.0134699540980813,0.0151080019578083,0.0243517098170731
