"","glm","rf","xgbTree","nnet"
"AUC",0.783396464646465,0.783727904040404,0.78459595959596,0.793092382154882
"balAccuracy",0.708333333333333,0.708751578282828,0.712239583333333,0.707970328282828
"EMP",0.15434547008636,0.154964343686247,0.154833612180859,0.154970008907715
"acceptedLoans",0.611290988128973,0.614619505019025,0.612472576861684,0.616015184962221
"profit",13730863.9314,15222702.514,13951160.189,15145698.6802
"profitPerLoan",14654.0703643543,16246.2139957311,14889.1784300961,16164.0327430096
"profitPerEUR",0.059087301461838,0.0655070516321756,0.0600352907106397,0.0651756851016944
"statParityDiff",0.335081624775787,0.293928660627114,0.287911813455033,0.377823944781236
"averageOddsDiff",0.254416864818586,0.214878450100832,0.203289823519379,0.301151956603893
"predParityDiff",0.130814894765246,0.116596736596737,0.175535168195719,0.0552498986506053
