"","glm","rf","xgbTree","nnet"
"AUC",0.737993755201493,0.725970082929481,0.74666678695984,0.74117431778734
"balAccuracy",0.67016316977577,0.661587556494264,0.676481046385997,0.672937551381805
"EMP",0.24337660199602,0.243368798812138,0.243386596567589,0.243377858751872
"acceptedLoans",0.55891804711606,0.558859021519368,0.558999529956412,0.558927553589972
"profit",43534.9700308776,36364.3785055526,44555.6145474658,43896.0738447426
"profitPerLoan",0.471903332439543,0.394176713265035,0.482966749923752,0.475817567202968
"profitPerEUR",0.0369767532004792,0.0308863575267177,0.0378436452729564,0.0372834594321721
"statParityDiff",0.196856148211144,0.370623038549694,0.179847522842534,0.273717737837193
"averageOddsDiff",0.132300916798384,0.282547516315507,0.118501887982571,0.202020187483198
"predParityDiff",0.0215960093151265,0.00855544019337173,0.0200023453519316,0.01231647163326
